code,date,open,high,low,close,volume,change,changeRate
G0115,2025-11-06,6825,7039,6651,6853,453113,26,0.38
G0115,2025-11-07,6840,6979,6782,6795,34373,-58,-0.85
G0115,2025-11-10,6797,6976,6652,6835,51444,40,0.59
G0115,2025-11-11,6889,6940,6711,6907,63146,72,1.05
G0115,2025-11-12,6939,7030,6817,7012,29399,105,1.52
G0115,2025-11-13,7052,7168,6880,7095,35393,83,1.18
G0115,2025-11-14,6954,7155,5745,5841,138901,-1254,-17.67
G0115,2025-11-17,5909,6058,5743,6057,47189,216,3.7
G0115,2025-11-18,6011,6129,5885,5986,35349,-71,-1.17
G0115,2025-11-19,5984,6079,5921,5936,24697,-50,-0.84
G0115,2025-11-20,5923,6130,5869,5985,41068,49,0.83
G0115,2025-11-21,5952,6083,5778,5949,38995,-36,-0.6
G0115,2025-11-24,5929,5990,5833,5909,58173,-40,-0.67
G0115,2025-11-25,5919,6085,5854,6021,57222,112,1.9
G0115,2025-11-26,6002,6081,5915,5916,29612,-105,-1.74
G0115,2025-11-27,5948,6191,5771,6087,58297,171,2.89
G0115,2025-11-28,6085,6261,5857,6031,43167,-56,-0.92
G0115,2025-12-01,6038,6202,5899,5968,58836,-63,-1.04
G0115,2025-12-02,5953,5975,5758,5876,56745,-92,-1.54
G0115,2025-12-03,5868,5970,5717,5775,41120,-101,-1.72
G0115,2025-12-04,5761,5770,5611,5757,77209,-18,-0.31
G0115,2025-12-05,5778,5833,5676,5769,53987,12,0.21
G0115,2025-12-08,5781,5895,5656,5853,44125,84,1.46
G0115,2025-12-09,5878,5889,5760,5878,38443,25,0.43
G0115,2025-12-10,5844,5961,5726,5782,85511,-96,-1.63
G0115,2025-12-11,5696,5798,5299,5431,81878,-351,-6.07
G0115,2025-12-12,5403,5509,5022,5040,49087,-391,-7.2
G0115,2025-12-15,5064,5178,5042,5082,45362,42,0.83
G0115,2025-12-16,5081,5172,4941,5086,73307,4,0.08
G0115,2025-12-17,5107,5206,5017,5102,50489,16,0.31
G0115,2025-12-18,5079,5093,4966,5052,31147,-50,-0.98
G0115,2025-12-19,5038,5084,4853,4940,30718,-112,-2.22
G0115,2025-12-22,4927,5000,4809,4909,33900,-31,-0.63
G0115,2025-12-23,4885,5015,4714,4854,34595,-55,-1.12
G0115,2025-12-24,4797,4852,4661,4745,42053,-109,-2.25
G0115,2025-12-25,4786,4864,4783,4846,1029525,101,2.13
G0115,2025-12-26,4846,4976,4824,4838,43269,-8,-0.17
G0115,2025-12-29,4848,4855,4823,4823,94983,-15,-0.31
G0115,2025-12-30,4859,5061,4775,4951,57514,128,2.65
G0115,2025-12-31,4979,5075,4753,4893,49002,-58,-1.17
G0115,2026-01-01,4863,4909,4827,4846,54852,-47,-0.96
G0115,2026-01-02,4861,4948,4732,4885,22851,39,0.8
G0115,2026-01-05,4875,4967,4702,4812,42031,-73,-1.49
G0115,2026-01-06,4824,4970,4748,4904,45662,92,1.91
G0115,2026-01-07,4953,5221,4834,5092,39882,188,3.83
G0115,2026-01-08,5147,5238,5058,5238,20397,146,2.87
G0115,2026-01-09,5228,5340,5050,5160,40873,-78,-1.49
G0115,2026-01-12,5191,5355,5122,5291,41852,131,2.54
G0115,2026-01-13,5339,5386,5224,5315,36126,24,0.45
G0115,2026-01-14,5357,5512,5295,5393,46664,78,1.47
G0115,2026-01-15,5366,5549,5339,5458,47305,65,1.21
G0115,2026-01-16,5454,5458,5372,5411,50924,-47,-0.86
G0115,2026-01-19,5426,5564,5394,5543,53890,132,2.44
G0115,2026-01-20,5494,5642,5328,5475,48681,-68,-1.23
G0115,2026-01-21,5454,5502,5241,5394,28212,-81,-1.48
G0115,2026-01-22,5310,5366,5165,5190,50441,-204,-3.78
G0115,2026-01-23,5215,5407,5102,5296,1453200,106,2.04
G0115,2026-01-26,5308,5628,5187,5493,82671,197,3.72
G0115,2026-01-27,5514,5734,5367,5721,38885,228,4.15
G0115,2026-01-28,5672,5683,5513,5581,52502,-140,-2.45
G0115,2026-01-29,5617,5833,5603,5673,48597,92,1.65
G0115,2026-01-30,5701,5822,5599,5822,50732,149,2.63
G0115,2026-02-02,5899,6192,5855,6070,36795,248,4.26
G0115,2026-02-03,6066,6210,6019,6143,33353,73,1.2
G0115,2026-02-04,6119,6142,5951,6079,30841,-64,-1.04
G0115,2026-02-05,6047,6182,5760,5937,36871,-142,-2.34
G0115,2026-02-06,6018,6139,5977,6088,46235,151,2.54
G0115,2026-02-09,6098,6228,6021,6144,34134,56,0.92
G0115,2026-02-10,6168,6369,6009,6201,36141,57,0.93
G0115,2026-02-11,6204,6285,6037,6088,47026,-113,-1.82
G0115,2026-02-12,6124,6166,6104,6164,49922,76,1.25
G0115,2026-02-13,6163,6181,6021,6110,32099,-54,-0.88
G0115,2026-02-16,6113,6498,6061,6342,42676,232,3.8
G0115,2026-02-17,6353,6413,6241,6331,44482,-11,-0.17
G0115,2026-02-18,6336,6430,6318,6320,31202,-11,-0.17
G0115,2026-02-19,6397,6536,6340,6489,38760,169,2.67
G0115,2026-02-20,6503,6631,6414,6523,22407,34,0.52
G0115,2026-02-23,6534,6665,6374,6613,54501,90,1.38
G0115,2026-02-24,6588,6772,6411,6597,51582,-16,-0.24
G0115,2026-02-25,6543,6679,6384,6445,57211,-152,-2.3
G0115,2026-02-26,6460,6745,6284,6550,32936,105,1.63
G0115,2026-02-27,6574,6722,6420,6490,33652,-60,-0.92
G0115,2026-03-02,6466,6575,6358,6468,25422,-22,-0.34
G0115,2026-03-03,6422,6585,6258,6328,65635,-140,-2.16
G0115,2026-03-04,6347,6499,6239,6377,67941,49,0.77
G0115,2026-03-05,6400,6673,6328,6502,37700,125,1.96
G0115,2026-03-06,6596,6658,6463,6649,51464,147,2.26
G0115,2026-03-09,6666,6843,6505,6733,59986,84,1.26
G0115,2026-03-10,6697,6835,6529,6533,27051,-200,-2.97
G0115,2026-03-11,6538,6600,6538,6570,26470,37,0.57
G0115,2026-03-12,6525,6643,6363,6432,45654,-138,-2.1
G0115,2026-03-13,6466,6651,6283,6525,36563,93,1.45
G0115,2026-03-16,6515,6627,6157,6335,45033,-190,-2.91
G0115,2026-03-17,6340,6514,6312,6313,76054,-22,-0.35
G0115,2026-03-18,6340,6530,6113,6267,22752,-46,-0.73
G0115,2026-03-19,6279,6510,6199,6348,44952,81,1.29
G0115,2026-03-20,6355,6447,6227,6385,33719,37,0.58
G0115,2026-03-23,6290,6329,6211,6217,60013,-168,-2.63
G0115,2026-03-24,6228,6470,6222,6289,51088,72,1.16
G0115,2026-03-25,6336,6520,6158,6511,103386,222,3.53
G0115,2026-03-26,6539,6703,6405,6531,37838,20,0.31
G0115,2026-03-27,6515,6633,6441,6467,107440,-64,-0.98
G0115,2026-03-30,6511,6605,6251,6415,45255,-52,-0.8
G0115,2026-03-31,6441,6722,6282,6637,105672,222,3.46
G0115,2026-04-01,6620,6702,6413,6513,29303,-124,-1.87
G0115,2026-04-02,6500,6574,6365,6450,38486,-63,-0.97
G0115,2026-04-03,6432,6608,6234,6380,41147,-70,-1.09
G0115,2026-04-06,6395,6511,6385,6427,37023,47,0.74
G0115,2026-04-07,6448,6499,6281,6442,35759,15,0.23
G0115,2026-04-08,6448,6623,6299,6388,56892,-54,-0.84
G0115,2026-04-09,6368,6454,6289,6368,32972,-20,-0.31
G0115,2026-04-10,6405,6591,6393,6445,34445,77,1.21
G0115,2026-04-13,6517,6681,6352,6628,30430,183,2.84
G0115,2026-04-14,6677,7045,6558,6842,44142,214,3.23
G0115,2026-04-15,6874,6943,6679,6737,20329,-105,-1.53
G0115,2026-04-16,6792,6979,6658,6781,42873,44,0.65
G0115,2026-04-17,6755,6811,6681,6696,44218,-85,-1.25
G0115,2026-04-20,6638,6651,6334,6498,58175,-198,-2.96
G0115,2026-04-21,6490,6686,6346,6625,65070,127,1.95
G0115,2026-04-22,6640,6743,6372,6519,45975,-106,-1.6
G0115,2026-04-23,6531,6628,6486,6612,33749,93,1.43
G0115,2026-04-24,6586,6663,6569,6648,17274,36,0.54
G0115,2026-04-27,6651,6769,6488,6564,61337,-84,-1.26
G0115,2026-04-28,6594,6758,6466,6646,58532,82,1.25
G0115,2026-04-29,6681,6919,6545,6785,40524,139,2.09
G0115,2026-04-30,6777,6828,6623,6805,31071,20,0.29
G0115,2026-05-01,6793,6912,6634,6824,30705,19,0.28
G0115,2026-05-04,6795,7007,6725,6849,37224,25,0.37
G0115,2026-05-05,6829,6966,6713,6797,49256,-52,-0.76
G0115,2026-05-06,6779,6913,6707,6750,27410,-47,-0.69
G0115,2026-05-07,6767,6957,6545,6695,33016,-55,-0.81
G0115,2026-05-08,6638,6756,6466,6486,33745,-209,-3.12
G0115,2026-05-11,6663,6930,6489,6794,44610,308,4.75
G0115,2026-05-12,6817,6930,6756,6838,59521,44,0.65
G0115,2026-05-13,6810,6992,6652,6687,51237,-151,-2.21
G0115,2026-05-14,6697,6787,6626,6734,23248,47,0.7
G0115,2026-05-15,6814,7013,6672,7005,63601,271,4.02
G0115,2026-05-18,6962,7157,6804,6956,48485,-49,-0.7
G0115,2026-05-19,6929,7142,6880,7004,38788,48,0.69
G0115,2026-05-20,6943,6969,6817,6904,25706,-100,-1.43
G0115,2026-05-21,6922,7058,6760,6815,17332,-89,-1.29
G0115,2026-05-22,6820,6994,6746,6844,25735,29,0.43
G0115,2026-05-25,6882,7106,6773,6946,52572,102,1.49
G0115,2026-05-26,6992,7195,6839,7030,78001,84,1.21
G0115,2026-05-27,6978,7132,6634,6778,55154,-252,-3.58
G0115,2026-05-28,6893,6972,6864,6965,23422,187,2.76
G0115,2026-05-29,6990,7156,6957,6985,40892,20,0.29
G0115,2026-06-01,6949,7086,6738,6876,49074,-109,-1.56
G0115,2026-06-02,6911,7208,6811,7009,29594,133,1.93
G0115,2026-06-03,7058,7190,6902,7105,45317,96,1.37
G0115,2026-06-04,7286,7632,7163,7459,59929,354,4.98
G0115,2026-06-05,7566,7772,7520,7757,55413,298,4
G0115,2026-06-08,7689,7836,7457,7656,62400,-101,-1.3
G0115,2026-06-09,7602,7733,7426,7565,34212,-91,-1.19
G0115,2026-06-10,7556,7689,7341,7608,51886,43,0.57
G0115,2026-06-11,7639,7840,7589,7696,27581,88,1.16
G0115,2026-06-12,7681,7844,7519,7642,62437,-54,-0.7
G0115,2026-06-15,7524,7630,6965,7148,36671,-494,-6.46
G0115,2026-06-16,7271,7598,7083,7454,32039,306,4.28
G0115,2026-06-17,7431,7610,7082,7188,76406,-266,-3.57
G0115,2026-06-18,7193,7371,7146,7222,49873,34,0.47
G0115,2026-06-19,7185,7199,7092,7183,56113,-39,-0.54
G0115,2026-06-22,7098,7199,6906,6975,45041,-208,-2.9
G0115,2026-06-23,6969,7134,6738,6838,61924,-137,-1.96
G0115,2026-06-24,6808,6986,6610,6761,82530,-77,-1.13
G0115,2026-06-25,6803,6952,6729,6885,45115,124,1.83
G0115,2026-06-26,6894,6960,6761,6949,45477,64,0.93
G0115,2026-06-29,6980,7251,6960,7161,59662,212,3.05
G0115,2026-06-30,7096,7224,6935,7002,50561,-159,-2.22
G0115,2026-07-01,7016,7040,6917,6985,62836,-17,-0.24
G0115,2026-07-02,6989,7121,6876,7038,46926,53,0.76
G0115,2026-07-03,7148,7327,7047,7326,49179,288,4.09
G0115,2026-07-06,7292,7563,7228,7344,44718,18,0.25
G0115,2026-07-07,7367,7441,7240,7252,51688,-92,-1.25
G0115,2026-07-08,7251,7342,7144,7179,32685,-73,-1.01
G0115,2026-07-09,7234,7378,7050,7250,50255,71,0.99
G0115,2026-07-10,7232,7284,7097,7250,25928,0,0
G0115,2026-07-13,7180,7214,6923,7019,46066,-231,-3.19
G0115,2026-07-14,7053,7297,6883,7249,77185,230,3.28
G0115,2026-07-15,7256,7492,7130,7315,25485,66,0.91
G0115,2026-07-16,7313,7353,7171,7298,43690,-17,-0.23
G0115,2026-07-17,7381,7876,7354,7737,35078,439,6.02
G0115,2026-07-20,7723,7953,7507,7614,62399,-123,-1.59
G0115,2026-07-21,7522,7631,7212,7327,52825,-287,-3.77
G0115,2026-07-22,7348,7404,7135,7242,66622,-85,-1.16
G0115,2026-07-23,7235,7399,6940,7121,51750,-121,-1.67
G0115,2026-07-24,7114,7327,6955,7172,42840,51,0.72
G0115,2026-07-27,7150,7269,7064,7190,39240,18,0.25
G0115,2026-07-28,7203,7391,7098,7234,16056,44,0.61
G0115,2026-07-29,7135,7294,6942,7069,36967,-165,-2.28
G0115,2026-07-30,7152,7252,7060,7232,57938,163,2.31
G0115,2026-07-31,7285,7425,7168,7423,22971,191,2.64
G0115,2026-08-03,7425,7635,7408,7556,57097,133,1.79
G0115,2026-08-04,7489,7685,7400,7451,77229,-105,-1.39
G0115,2026-08-05,7497,7708,7469,7503,49452,52,0.7
G0115,2026-08-06,7482,7500,7329,7360,41912,-143,-1.91
G0115,2026-09-07,7386,7462,7292,7345,51013,-15,-0.2
G0116,2023-09-25,61218,62510,60178,61440,30453,0,0
G0116,2023-09-26,61752,64423,61314,62928,50247,1488,2.42
G0116,2023-09-27,63801,65846,62312,64764,69745,1836,2.92
G0116,2023-09-28,64501,66270,63408,64123,53129,-641,-0.99
G0116,2023-09-29,63778,63824,62304,63043,39539,-1080,-1.68
G0116,2023-10-02,62617,63985,60675,62366,34350,-677,-1.07
G0116,2023-10-03,62346,63062,60273,61765,46451,-601,-0.96
G0116,2023-10-04,61538,62088,60273,61391,57334,-374,-0.61
G0116,2023-10-05,61025,61851,59726,60293,31445,-1098,-1.79
G0116,2023-10-06,60693,62356,59676,61721,31848,1428,2.37
G0116,2023-10-09,62589,64724,61355,63173,53822,1452,2.35
G0116,2023-10-10,63781,65223,63308,64088,46991,915,1.45
G0116,2023-10-11,64333,65200,62719,64028,36566,-60,-0.09
G0116,2023-10-12,64044,64623,63606,64257,50016,229,0.36
G0116,2023-10-13,64184,65909,62780,64814,26644,557,0.87
G0116,2023-10-16,65243,66300,63837,65586,37797,772,1.19
G0116,2023-10-17,65256,66075,64397,64754,23988,-832,-1.27
G0116,2023-10-18,64561,65168,64103,64182,44226,-572,-0.88
G0116,2023-10-19,63949,65709,63673,64477,25754,295,0.46
G0116,2023-10-20,64510,64848,62460,64019,62828,-458,-0.71
G0116,2023-10-23,64795,67283,64192,66156,32349,2137,3.34
G0116,2023-10-24,66631,68523,64804,67936,36963,1780,2.69
G0116,2023-10-25,67692,68961,66221,67318,88429,-618,-0.91
G0116,2023-10-26,67469,68962,66151,66574,36006,-744,-1.11
G0116,2023-10-27,66554,67754,66262,67149,44732,575,0.86
G0116,2023-10-30,67294,69306,66577,67142,36898,-7,-0.01
G0116,2023-10-31,67854,69670,67497,69477,32209,2335,3.48
G0116,2023-11-01,69815,71009,69310,69583,43022,106,0.15
G0116,2023-11-02,69860,71766,68267,70728,46919,1145,1.65
G0116,2023-11-03,70264,71329,66820,68373,33195,-2355,-3.33
G0116,2023-11-06,68323,70065,66769,66985,29499,-1388,-2.03
G0116,2023-11-07,67848,68989,67188,68358,30526,1373,2.05
G0116,2023-11-08,69038,71307,67739,70166,46254,1808,2.64
G0116,2023-11-09,69968,70121,66948,67455,65182,-2711,-3.86
G0116,2023-11-10,68435,70981,66458,70255,114636,2800,4.15
G0116,2023-11-13,71149,73266,70204,72734,39043,2479,3.53
G0116,2023-11-14,79421,88203,78212,85869,52695,13135,18.06
G0116,2023-11-15,86385,88786,86098,87911,46860,2042,2.38
G0116,2023-11-16,87938,88539,83579,84781,64418,-3130,-3.56
G0116,2023-11-17,85856,88952,83426,88707,41200,3926,4.63
G0116,2023-11-20,89756,92509,87935,90396,21570,1689,1.9
G0116,2023-11-21,91095,93207,89645,90177,36366,-219,-0.24
G0116,2023-11-22,90071,91491,88312,90952,30125,775,0.86
G0116,2023-11-23,91206,91569,89310,91093,37398,141,0.16
G0116,2023-11-24,91062,91473,89065,90756,30014,-337,-0.37
G0116,2023-11-27,89959,90668,87965,88514,87191,-2242,-2.47
G0116,2023-11-28,88126,89379,84303,86826,35943,-1688,-1.91
G0116,2023-11-29,86367,86511,84574,84768,33611,-2058,-2.37
G0116,2023-11-30,85745,87782,85422,86561,56979,1793,2.12
G0116,2023-12-01,87706,91070,85921,89650,40828,3089,3.57
G0116,2023-12-04,90494,92741,90493,91688,48399,2038,2.27
G0116,2023-12-05,91352,92090,88354,90585,29069,-1103,-1.2
G0116,2023-12-06,89619,91134,86123,87040,66440,-3545,-3.91
G0116,2023-12-07,87194,89528,85794,88034,81485,994,1.14
G0116,2023-12-08,88149,89590,85616,87327,49035,-707,-0.8
G0116,2023-12-11,86453,88074,85565,85735,39992,-1592,-1.82
G0116,2023-12-12,86626,88434,86497,86966,76288,1231,1.44
G0116,2023-12-13,87701,89109,87260,88585,47718,1619,1.86
G0116,2023-12-14,88201,90109,87111,88133,39054,-452,-0.51
G0116,2023-12-15,88116,88817,86439,87071,60770,-1062,-1.2
G0116,2023-12-18,86788,88653,82665,85112,53410,-1959,-2.25
G0116,2023-12-19,84800,86450,82872,85211,87809,99,0.12
G0116,2023-12-20,84952,86730,83549,83986,57134,-1225,-1.44
G0116,2023-12-21,84453,87130,83916,84729,59394,743,0.88
G0116,2023-12-22,84498,86965,84396,85269,67031,540,0.64
G0116,2023-12-25,86111,90133,85409,87511,55185,2242,2.63
G0116,2023-12-26,87464,89467,84757,87003,58516,-508,-0.58
G0116,2023-12-27,86727,88831,82614,84167,154375,-2836,-3.26
G0116,2023-12-28,83924,84876,81815,83639,92539,-528,-0.63
G0116,2023-12-29,84416,86665,82392,84571,58775,932,1.11
G0116,2024-01-01,84927,87293,84877,85817,36055,1246,1.47
G0116,2024-01-02,85411,87721,84327,85295,39418,-522,-0.61
G0116,2024-01-03,85265,86111,83478,83944,18716,-1351,-1.58
G0116,2024-01-04,83664,85232,83336,84461,36127,517,0.62
G0116,2024-01-05,84499,86152,82219,84973,49830,512,0.61
G0116,2024-01-08,86932,89995,86811,88673,43755,3700,4.35
G0116,2024-01-09,88744,90944,87474,89234,34379,561,0.63
G0116,2024-01-10,88962,89061,86865,88733,33972,-501,-0.56
G0116,2024-01-11,89498,91545,88706,90081,46455,1348,1.52
G0116,2024-01-12,89603,90620,86328,88177,41686,-1904,-2.11
G0116,2024-01-15,89020,93950,86550,91222,35452,3045,3.45
G0116,2024-01-16,91094,91374,89306,90052,17009,-1170,-1.28
G0116,2024-01-17,90149,94540,89690,91852,38515,1800,2
G0116,2024-01-18,91712,93224,90858,90869,59419,-983,-1.07
G0116,2024-01-19,91127,94320,89352,92239,29697,1370,1.51
G0116,2024-01-22,91744,92001,90451,91031,73577,-1208,-1.31
G0116,2024-01-23,90312,92724,89457,90052,32930,-979,-1.08
G0116,2024-01-24,89791,92227,88674,90145,20428,93,0.1
G0116,2024-01-25,90573,91292,89149,90520,42797,375,0.42
G0116,2024-01-26,90544,93431,89461,92721,30711,2201,2.43
G0116,2024-01-29,93984,95997,93371,95208,37998,2487,2.68
G0116,2024-01-30,95130,95288,94534,95066,41150,-142,-0.15
G0116,2024-01-31,94770,98381,94682,95709,24629,643,0.68
G0116,2024-02-01,95707,96821,94462,95973,40443,264,0.28
G0116,2024-02-02,96004,97608,93372,96751,25280,778,0.81
G0116,2024-02-05,96682,97298,96459,96692,19834,-59,-0.06
G0116,2024-02-06,96579,98815,94795,96635,30322,-57,-0.06
G0116,2024-02-07,96612,97252,95211,96451,40835,-184,-0.19
G0116,2024-02-08,96251,98749,92340,94773,37604,-1678,-1.74
G0116,2024-02-09,94298,94852,90461,93152,31732,-1621,-1.71
G0116,2024-02-12,92975,95269,91187,92674,55769,-478,-0.51
G0116,2024-02-13,92178,92597,88648,91250,54640,-1424,-1.54
G0116,2024-02-14,89422,90192,86562,86990,54604,-4260,-4.67
G0116,2024-02-15,87486,88410,86550,88002,44368,1012,1.16
G0116,2024-02-16,87634,87960,84245,86741,36550,-1261,-1.43
G0116,2024-02-19,86463,88499,84917,85554,39255,-1187,-1.37
G0116,2024-02-20,85327,86101,83122,84037,39579,-1517,-1.77
G0116,2024-02-21,84400,86540,83520,84542,51234,505,0.6
G0116,2024-02-22,84065,84611,79923,81665,67450,-2877,-3.4
G0116,2024-02-23,82231,84136,80718,82438,29776,773,0.95
G0116,2024-02-26,82189,84111,80352,82721,33343,283,0.34
G0116,2024-02-27,81794,82811,80033,81545,43588,-1176,-1.42
G0116,2024-02-28,81512,82695,78621,80918,33443,-627,-0.77
G0116,2024-02-29,80380,80430,79448,80333,42004,-585,-0.72
G0116,2024-03-01,80129,82224,79788,79805,38104,-528,-0.66
G0116,2024-03-04,80159,80771,79441,79985,53584,180,0.23
G0116,2024-03-05,79264,79474,76585,78204,34067,-1781,-2.23
G0116,2024-03-06,78436,79468,75867,78050,54373,-154,-0.2
G0116,2024-03-07,78113,80726,76650,79004,77427,954,1.22
G0116,2024-03-08,78874,80650,77553,78236,36786,-768,-0.97
G0116,2024-03-11,77912,79699,76424,78230,44751,-6,-0.01
G0116,2024-03-12,77667,79749,76646,77086,34075,-1144,-1.46
G0116,2024-03-13,77244,78985,75478,78668,70762,1582,2.05
G0116,2024-03-14,78720,78975,77232,78447,34601,-221,-0.28
G0116,2024-03-15,79538,81087,78879,80673,26187,2226,2.84
G0116,2024-03-18,80905,82757,78448,80609,57875,-64,-0.08
G0116,2024-03-19,80918,81947,78405,80067,53568,-542,-0.67
G0116,2024-03-20,80100,80583,77875,79698,61431,-369,-0.46
G0116,2024-03-21,77936,78806,76356,76702,47099,-2996,-3.76
G0116,2024-03-22,76897,79307,76265,77811,41423,1109,1.45
G0116,2024-03-25,78860,81331,76817,80250,67584,2439,3.13
G0116,2024-03-26,79730,80167,78556,80020,47336,-230,-0.29
G0116,2024-03-27,80337,81910,78987,79059,64935,-961,-1.2
G0116,2024-03-28,78566,79089,77089,78266,56630,-793,-1
G0116,2024-03-29,78916,81063,78338,78851,36546,585,0.75
G0116,2024-04-01,78507,81759,77751,79933,32490,1082,1.37
G0116,2024-04-02,80591,82114,79906,80390,23937,457,0.57
G0116,2024-04-03,80713,84779,80148,84535,53212,4145,5.16
G0116,2024-04-04,84522,86539,81108,83581,45429,-954,-1.13
G0116,2024-04-05,83959,85574,81463,84784,51019,1203,1.44
G0116,2024-04-08,84872,86068,84741,85472,24016,688,0.81
G0116,2024-04-09,85872,89674,83798,87692,40199,2220,2.6
G0116,2024-04-10,89228,93359,86979,90685,68745,2993,3.41
G0116,2024-04-11,90783,92599,89991,90107,46981,-578,-0.64
G0116,2024-04-12,89836,90506,86613,88142,49118,-1965,-2.18
G0116,2024-04-15,89397,94865,88203,93347,62889,5205,5.91
G0116,2024-04-16,93054,95828,88721,91164,27353,-2183,-2.34
G0116,2024-04-17,91976,94237,90800,94000,94570,2836,3.11
G0116,2024-04-18,93851,95978,89994,91903,62182,-2097,-2.23
G0116,2024-04-19,92933,96529,90974,94080,24322,2177,2.37
G0116,2024-04-22,94162,96402,92240,93634,29334,-446,-0.47
G0116,2024-04-23,93716,93919,92582,92804,24226,-830,-0.89
G0116,2024-04-24,93154,97052,92044,96126,33833,3322,3.58
G0116,2024-04-25,96388,99048,95179,95404,44755,-722,-0.75
G0116,2024-04-26,94641,96761,92366,93295,1306174,-2109,-2.21
G0116,2024-04-29,92718,94935,90802,92871,23925,-424,-0.45
G0116,2024-04-30,94506,97102,92158,95696,39109,2825,3.04
G0116,2024-05-01,96545,101227,94147,98935,27124,3239,3.38
G0116,2024-05-02,97832,98021,92868,95442,35194,-3493,-3.53
G0116,2024-05-03,95804,96565,93281,96413,29000,971,1.02
G0116,2024-05-06,96846,99798,94030,97469,22542,1056,1.1
G0116,2024-05-07,97134,99736,95132,97098,37578,-371,-0.38
G0116,2024-05-08,98054,100631,96602,99207,39203,2109,2.17
G0116,2024-05-09,99293,101778,96626,99966,49954,759,0.77
G0116,2024-05-10,100247,103763,99019,101487,34620,1521,1.52
G0116,2024-05-13,101701,103831,100386,101723,64939,236,0.23
G0116,2024-05-14,101413,104568,99359,102095,53177,372,0.37
G0116,2024-05-15,100414,101630,96596,96667,38229,-5428,-5.32
G0116,2024-05-16,97068,99643,95023,97622,33797,955,0.99
G0116,2024-05-17,98745,100297,98418,100221,64811,2599,2.66
G0116,2024-05-20,101074,105963,99129,102905,41713,2684,2.68
G0116,2024-05-21,101843,102510,97673,99862,41278,-3043,-2.96
G0116,2024-05-22,98540,100883,94765,97415,44929,-2447,-2.45
G0116,2024-05-23,95810,96724,90854,93284,47899,-4131,-4.24
G0116,2024-05-24,93381,94525,92632,92869,29575,-415,-0.44
G0116,2024-05-27,94100,97035,93055,94602,50552,1733,1.87
G0116,2024-05-28,94644,97740,94571,96176,29013,1574,1.66
G0116,2024-05-29,96804,98771,94481,97433,23964,1257,1.31
G0116,2024-05-30,96855,97667,95518,96528,29214,-905,-0.93
G0116,2024-05-31,96235,98558,95577,97259,42192,731,0.76
G0116,2024-06-03,97438,98655,95896,96080,47024,-1179,-1.21
G0116,2024-06-04,96232,98507,95588,96230,49985,150,0.16
G0116,2024-06-05,96762,99221,94585,97395,38100,1165,1.21
G0116,2024-06-06,96552,96810,95113,95818,35498,-1577,-1.62
G0116,2024-06-07,95881,97031,92727,95210,33731,-608,-0.63
G0116,2024-06-10,95088,96594,92461,96313,79802,1103,1.16
G0116,2024-06-11,95720,95978,93919,95256,44335,-1057,-1.1
G0116,2024-06-12,95608,98680,94488,96467,72869,1211,1.27
G0116,2024-06-13,96750,99078,94542,97344,55246,877,0.91
G0116,2024-06-14,97550,98114,96343,97541,56989,197,0.2
G0116,2024-06-17,97577,100635,95687,97903,53573,362,0.37
G0116,2024-06-18,97818,99809,95131,95713,43561,-2190,-2.24
G0116,2024-06-19,95871,98714,94400,96078,62769,365,0.38
G0116,2024-06-20,95536,96099,95067,95851,22107,-227,-0.24
G0116,2024-06-21,96056,100209,94653,99814,51619,3963,4.13
G0116,2024-06-24,98937,100335,96019,98139,42061,-1675,-1.68
G0116,2024-06-25,98694,101779,96612,100637,51042,2498,2.55
G0116,2024-06-26,100448,100682,99079,100022,50711,-615,-0.61
G0116,2024-06-27,99997,101925,97665,100681,60850,659,0.66
G0116,2024-06-28,100220,101850,96923,99715,60229,-966,-0.96
G0116,2024-07-01,100067,102039,99214,99998,28553,283,0.28
G0116,2024-07-02,99989,102445,99182,99442,29215,-556,-0.56
G0116,2024-07-03,99895,103781,98569,101744,37820,2302,2.31
G0116,2024-07-04,103005,104201,102727,103772,50392,2028,1.99
G0116,2024-07-05,104318,105186,103251,103574,38611,-198,-0.19
G0116,2024-07-08,103376,105867,101966,102289,41945,-1285,-1.24
G0116,2024-07-09,102297,102825,102273,102353,36542,64,0.06
G0116,2024-07-10,100940,102413,99057,99235,51743,-3118,-3.05
G0116,2024-07-11,99565,99724,97350,98890,32216,-345,-0.35
G0116,2024-07-12,98594,98894,96339,97911,43841,-979,-0.99
G0116,2024-07-15,97913,100178,96365,98388,34859,477,0.49
G0116,2024-07-16,98467,101829,97367,98890,36408,502,0.51
G0116,2024-07-17,98319,101891,97020,101046,36459,2156,2.18
G0116,2024-07-18,101071,104094,97736,100594,46839,-452,-0.45
G0116,2024-07-19,100853,101693,98732,100420,64894,-174,-0.17
G0116,2024-07-22,100043,100234,99092,99452,64132,-968,-0.96
G0116,2024-07-23,99719,101045,99063,100897,27448,1445,1.45
G0116,2024-07-24,101545,103682,99958,102400,33917,1503,1.49
G0116,2024-07-25,103421,105825,101098,105312,65154,2912,2.84
G0116,2024-07-26,105448,108418,103150,107325,86841,2013,1.91
G0116,2024-07-29,106565,106567,100354,102662,42138,-4663,-4.34
G0116,2024-07-30,103026,106062,100617,101624,50597,-1038,-1.01
G0116,2024-07-31,102106,102888,99855,100945,28270,-679,-0.67
